Date,Close,RSI_40d,short_40_long_80_term_diff,max_drawdown_40d,sharpe_like_40d,volatility_40d,VIX_rolling_mean_30d,VIX_rolling_std_30d,nifty_vix_ratio,macro_regime
2019-06-24,11733.414285714287,58.85441676951185,0.01704169427222298,-0.03884330818255077,1.0957154791564583,0.004058172340390396,18.45266666666667,5.451970299229255,635.8655091792127,Neutral_LowVol
2019-06-25,11729.578571428572,58.66008933259781,0.01605278177826483,-0.03884330818255077,1.0196548329184185,0.004058731711538041,18.04025,5.216032411362022,650.1893583197889,Neutral_LowVol
2019-06-26,11754.635714285714,59.554840546163675,0.015065628197256634,-0.03884330818255077,1.3495781640885178,0.004070084687991629,17.6275,4.955139051251863,666.835099378001,Neutral_LowVol
2019-06-27,11776.07142857143,60.30859693878367,0.014134965643484926,-0.03884330818255077,1.914692120103971,0.0040773198132231184,17.160416666666666,4.520978260561661,686.2345861010424,Neutral_LowVol
2019-06-28,11789.985714285713,60.7950309279576,0.013245914193648766,-0.03884330818255077,2.290575074122504,0.004079215101302033,16.713166666666666,4.0084275408911445,705.4309903939437,Neutral_LowVol
2019-07-01,11794.82142857143,60.96554908740783,0.01235281553959705,-0.03884330818255077,2.0382078304962414,0.004074693258015719,16.264083333333335,3.4001553262779107,725.2066524030821,Neutral_LowVol
2019-07-02,11821.42142857143,61.900450361860315,0.011511194826773496,-0.03884330818255077,2.5208576722387517,0.00408745208218099,15.949916666666667,3.115281888178993,741.1588208029151,Neutral_LowVol
2019-07-03,11852.435714285713,62.96128839011688,0.010792826871598635,-0.03884330818255077,3.875202283087121,0.0040733885634545615,15.551333333333334,2.543571488977702,762.1491649774325,Neutral_LowVol
2019-07-04,11873.907142857144,63.67937542732625,0.010214718568174241,-0.03884330818255077,5.24889873360941,0.004030440191418137,15.08125,1.1615205829666664,787.3291101770174,Neutral_LowVol
2019-07-05,11868.707142857142,63.374184661404065,0.009810224194623171,-0.03884330818255077,6.754267338204194,0.003911414282482375,14.869916666666667,0.8935664408400035,798.169042161667,Neutral_LowVol
