Date,NIR,RV,KER,CCI,VIX_Change,NIR_VIX,VIX_smooth,VIX_ADX,Close,micro_regime
2019-01-22,-0.46401192831085286,-0.9305983832084238,-0.08494075970724556,-0.4188444598645437,-0.17836597022661455,0.553904232267817,-0.07121111347685553,-0.8465282100682726,10922.75,Trending_LowVol
2019-01-23,0.056596872337658206,-0.8704336028982834,0.5247045549097183,-0.5048125870447226,0.07866606834222904,3.0553000891132305,-0.03152222787254438,-1.1226310001253308,10831.5,Trending_LowVol
2019-01-24,-0.6483633278834883,-0.8692346920277416,-0.6685540881496778,-0.5470051772792294,-0.6562657879344751,1.2120077122338069,-0.03485041369334295,-0.41108079739395376,10849.8,Trending_LowVol
2019-01-25,0.5341679225134514,-0.8560798793685626,0.2947657281807993,-0.5455911906930782,0.2392038619991849,1.2722015994498068,-0.025383361260485647,-1.250708868575537,10780.55,Trending_LowVol
2019-01-28,0.5271566570523132,-0.8771328202399161,0.7388781070696046,-0.924814728285487,1.1889680346610876,1.9294394565790682,0.036263910551293146,-0.7001586890929339,10661.55,Trending_LowVol
2019-01-29,-0.20133137911208102,-0.8651526870759653,-0.7431151889050361,-1.001842707867017,-0.46022576896487,-0.39500348232351346,0.05582347920766954,-0.53198434159429,10652.2,Trending_VeryLowVol
2019-01-30,-0.3053481971054383,-0.8655631634964035,0.1631946154636426,-1.0153014639354019,-0.5747648259645259,0.14546409786439915,0.042398194308067766,-0.0559448489302535,10651.8,Trending_VeryLowVol
2019-01-31,0.3931145065995856,-0.7080960539903197,0.9726812995280882,-0.3035963312829806,-0.7415308406956591,-0.5859001368764805,0.00010898175542744876,-0.5241956996779552,10830.95,Trending_VeryLowVol
2019-02-01,0.3723084861086428,-0.7181259355948866,0.05825157620725995,-0.15142984947652993,-1.4702981526440253,-0.35575370460892297,-0.09235596300330853,-0.05122444327609683,10792.5,Trending_VeryLowVol
2019-02-04,-0.5840937342127186,0.09745108204487318,-0.7576474268257205,3.7272800384546785,-0.01698045581998667,-0.37348104886638916,-0.15388469242109268,0.8144008302470878,11713.2,Choppy_LowVol
2019-02-05,-0.4821067968535135,0.09018888488000135,-0.7591166366371512,2.201991163095245,0.044966564350752004,-0.47016175664089366,-0.19226880234136745,0.841193304245856,11724.75,Choppy_LowVol
2019-02-07,-0.35028941787239737,0.04643117020206077,-0.7181796550123594,1.6315255838994394,-0.24072843463434904,0.6172845390547753,-0.25531075503497347,0.8895084187620749,11910.3,Choppy_LowVol
2019-02-08,0.9243227321395666,0.694493668234809,-0.6039708802364199,-0.11257972631238766,0.13222014855770328,0.8402596923743268,-0.2696243799006682,0.2385178895190546,10997.35,Choppy_LowVol
2019-02-12,-0.16443986733638266,1.0604332276071686,-0.6575921069636603,1.3859813394977711,-0.12041333659420923,0.6894096993680795,-0.2688398017047585,-1.0147032585144515,12048.2,Choppy_LowVol
2019-02-14,-0.6645856352244828,1.3710757864020005,-0.7297761450733337,-0.5104043985283486,0.02804897685246037,2.1993768684952344,-0.2708206310744961,-0.35564495411902375,10746.05,Choppy_LowVol
2019-02-15,0.4425577074779662,1.3671176580712197,-0.7015952309273701,-0.5480701187694812,0.7520919259612837,2.701931151581199,-0.23906384683015322,-0.8954258236689189,10724.4,Neutral_MidVol
2019-02-18,0.06845573052017728,1.3197536029661738,-0.5795636845803409,-0.5713506209528479,1.6370158070359744,3.548322026319605,-0.14731933110142828,1.3190736929326732,10640.95,Neutral_MidVol
2019-02-19,0.1440864096147744,1.1206067961350679,-0.22583699553986888,-0.5973823100598138,0.44013313873959775,0.8603351377606835,-0.06473227515217518,-0.25934641645900885,10604.35,Neutral_MidVol
2019-02-20,-0.1993847324654721,0.43028746648763005,-0.018242523395961444,-0.4977823899695972,-1.374246214243377,0.7110693719718019,-0.07440464259514135,-1.1664375124545168,10735.45,Trending_LowVol
2019-02-21,-0.4253325427901335,-0.7862742220502329,-0.2810207276121282,-0.43043714832272606,-1.0607113725008366,2.3412863081062047,-0.12679428986106558,-0.9454099261731091,10789.85,Trending_LowVol
2019-02-22,-0.9205933021021219,-0.7903631705558954,-0.649690262604222,-0.4329778514596815,-0.6844525703210337,1.4921324804084766,-0.18933138958926551,-0.46449927574555483,10791.65,Trending_LowVol
2019-02-25,-0.3006277279136708,-0.8353886031622901,0.3289265672661773,-0.34653978418168985,-0.12581863176223007,2.1360000190205954,-0.23526177166553675,0.3165858856455724,10880.1,Trending_LowVol
2019-02-26,0.354953813428721,-0.8289282625415832,0.2916812110410793,-0.395959267201685,2.00675311624616,2.722879732308252,-0.1853413634910947,-1.0019371212454091,10835.3,Trending_LowVol
2019-02-27,0.6831328723915275,-0.8675942160376924,0.33033655010138313,-0.3301287320779515,1.824518346371594,2.959521102301573,-0.07037475760244591,-0.7093261412716187,10806.65,Trending_LowVol
2019-02-28,-0.5037477587528066,-0.8787992781267298,1.2249592239408758,-0.311658914211748,-0.6007882385419842,-0.339707252779727,-0.022142991510542286,-1.1987505831663838,10792.5,Trending_VeryLowVol
2019-03-01,0.29543630603530985,-0.8156467422703609,1.0457079647057883,-0.5271832468546642,-1.959959643262826,0.1103811848417419,-0.0817567183024601,-0.7898554902284269,10672.25,Trending_VeryLowVol
2019-03-05,-0.6637506369325632,0.2327290444995458,-0.7400917799733784,2.2179066931330342,-0.6916871015166142,-0.4790517785193498,-0.14979727357622757,0.3254332788329885,11712.25,Choppy_LowVol
2019-03-06,0.4704898403854047,0.20107441115835817,-0.5323163126459648,1.814752638897968,-0.07351888199477738,-0.40068966409429624,-0.19733441843149493,0.8209708547457492,12088.55,Choppy_LowVol
2019-03-07,-0.8234904686629827,0.2687117457664607,-0.6964703781395086,1.1696264091101,-0.3799797716589643,-0.45951955924551646,-0.24357586851605678,-0.16550350629722874,11916.75,Choppy_LowVol
2019-03-12,-0.21222524187096212,0.8440946593080864,-0.6813648392339022,0.9931949210045107,0.2209536892800951,-0.4183494022353097,-0.33691630961080504,-1.2404161115554955,11994.2,Choppy_LowVol
2019-03-13,-0.6438129361541448,0.9329772510518604,-0.7401555437788083,0.05602347299430226,0.19133329890599737,1.2955218415544567,-0.3373178651638357,-0.7323735641569136,11341.7,Choppy_LowVol
2019-03-14,-0.6636738827750157,0.9369420228561622,-0.6861041832813565,0.03771338961838666,-0.16758510400573312,-0.0938840598770034,-0.3434284903558842,-1.1731766197007474,11343.25,Choppy_LowVol
2019-03-15,-0.1730756012918912,0.32207049746140065,-0.5842056783855393,0.10652346986642253,0.8159523352550666,2.4000378360820003,-0.31473605330454324,0.28483785191088223,11426.85,Choppy_LowVol
2019-03-18,-0.1668573331161222,0.18476687764916258,-0.5203994423646217,0.1064045058008916,1.1354713108829797,0.8344568528621792,-0.24817698748851907,0.24994564275405146,11462.2,Choppy_LowVol
2019-03-19,-0.4322591698070913,-0.23834262532696265,-0.337309706323333,0.10743271316908787,-0.4467922802858297,0.4491081326057548,-0.22247871229498484,-0.015918774933820018,11532.4,Trending_LowVol
2019-03-20,-0.8491771416474485,-0.9140081415997541,-0.06777749208083914,0.05457281892137498,-0.513713513817845,-0.005973889176088842,-0.22642687303194603,-0.5566997385049627,11521.05,Trending_LowVol
2019-03-22,0.03709586709703972,-0.8638526503571428,0.8333522569596331,-0.17714327102999913,0.24805411486893636,1.8261418897195003,-0.21794597265006274,-0.8492107333987364,11456.9,Trending_LowVol
2019-03-25,-0.5211420638233099,-0.839104964491274,-0.1766225563642911,-0.4813231429481423,0.4127157486077155,0.647668425150963,-0.19407587206381727,0.2171676352942259,11354.25,Trending_VeryLowVol
2019-03-26,0.12197897174656255,-0.7741033770593366,0.15286920397670944,-0.19386998967945587,-0.2189479398509777,-0.7131255082036275,-0.18675500327596978,-0.6768385267476691,11483.25,Trending_VeryLowVol
2019-03-27,-0.010817131251996895,-0.7911187953935818,0.03901488553174818,0.0015118424049072792,0.5844524536127708,0.7063605639166827,-0.1560968292751239,-1.0694792505507107,11445.05,Trending_VeryLowVol
2019-03-28,0.023624753477067637,-0.7373025436851036,0.14845902207616363,0.4320428494557387,-0.43011309247654206,-0.3955504570060676,-0.15375964651817647,0.009947004283896924,11570.0,Trending_VeryLowVol
2019-04-01,-0.23642140027814912,0.01412139844500181,-0.6915301109585172,-2.963800302189954,0.8251840027718635,-0.8351339010842251,-0.07291345565707379,0.5387892047889967,10727.35,Choppy_MidVol
2019-04-02,-0.1300118563330877,0.09010788250549456,-0.6840856289590042,-1.6656367188530703,0.056427182163705084,-0.8140803064504033,-0.03277168974739604,0.131969015171587,10912.25,Choppy_MidVol
2019-04-04,-0.26560130101284085,0.43792835903274785,-0.6719895610277747,0.8499204471725945,-0.1447204309283379,-0.8754871013288598,0.05922285779358477,-1.094308962298176,11598.0,Choppy_MidVol
2019-04-09,-0.27309351756558914,0.7417000978403063,-0.6730742637296409,-1.3989748591628874,0.09224088473668675,1.1043401807859272,0.22124119515968677,0.29315714339230325,10844.65,Choppy_MidVol
